Статус,Тип,Размер,Размер (байт),Путь на продакшене (public_html/),Локальный путь
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,3 МБ,3250855,docs/obrazovanie/09.02.01_ППССЗ_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1640091,docs/obrazovanie/09.02.01_Программа-ГИА_2023-2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,3 МБ,3217430,docs/obrazovanie/09.02.01_Программа-ГИА_2023-2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1303086,docs/obrazovanie/09.02.01_Программа-ГИА_2025-2026.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1169032,docs/obrazovanie/09.02.01_Программа-ГИА_2025-2026.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1685533,docs/obrazovanie/09.02.01_РП_ОП.01_Элементы-высшей-математики_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2146032,docs/obrazovanie/09.02.01_РП_ОП.01_Элементы-высшей-математики_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1585441,docs/obrazovanie/09.02.01_РП_ОП.01_Элементы-высшей-математики_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1590498,docs/obrazovanie/09.02.01_РП_ОП.02_Дискретная-математика_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,2025970,docs/obrazovanie/09.02.01_РП_ОП.02_Дискретная-математика_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1537151,docs/obrazovanie/09.02.01_РП_ОП.02_Дискретная-математика_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2099855,docs/obrazovanie/09.02.01_РП_ОП.02_Дискретная-математика_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1556753,docs/obrazovanie/09.02.01_РП_ОП.02_Дискретная-математика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1249946,docs/obrazovanie/09.02.01_РП_ОП.03_Инженерная-комп.-графика_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1311134,docs/obrazovanie/09.02.01_РП_ОП.03_Инженерная-комп.-графика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1299675,docs/obrazovanie/09.02.01_РП_ОП.04_Основы-электротехники_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1470234,docs/obrazovanie/09.02.01_РП_ОП.04_Основы-электротехники_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1486965,docs/obrazovanie/09.02.01_РП_ОП.05_Операционные-системы-и-среды_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1917072,docs/obrazovanie/09.02.01_РП_ОП.05_Операционные-системы-и-среды_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1459222,docs/obrazovanie/09.02.01_РП_ОП.05_Операционные-системы-и-среды_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1403180,docs/obrazovanie/09.02.01_РП_ОП.06_Основы-алгоритмизации_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1917050,docs/obrazovanie/09.02.01_РП_ОП.06_Основы-алгоритмизации_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1405357,docs/obrazovanie/09.02.01_РП_ОП.06_Основы-алгоритмизации_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1212395,docs/obrazovanie/09.02.01_РП_ОП.07_Метрология-и-электротех.измерения_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5547183,docs/obrazovanie/09.02.01_РП_ОП.07_Метрология-и-электротех.измерения_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,670 КБ,686478,docs/obrazovanie/09.02.01_РП_ОП.07_Метрология-и-электротех.измерения_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1175142,docs/obrazovanie/09.02.01_РП_ОП.08_Инфор.-технологии_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5495427,docs/obrazovanie/09.02.01_РП_ОП.08_Инфор.-технологии_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1550272,docs/obrazovanie/09.02.01_РП_ОП.08_Информационные-технологии_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1367316,docs/obrazovanie/09.02.01_РП_ОП.09_Устр-во-и-принципы-работы-КС_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5716568,docs/obrazovanie/09.02.01_РП_ОП.09_Устр-во-и-принципы-работы-КС_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1465430,docs/obrazovanie/09.02.01_РП_ОП.09_Устр-во-и-принципы-работы-КС_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,2044803,docs/obrazovanie/09.02.01_РП_ОП.09_Устр-во-и-принципы-работы-КС_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1361939,docs/obrazovanie/09.02.01_РП_ОП.09_Устр-во-и-принципы-работы-КС_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1240966,docs/obrazovanie/09.02.01_РП_ОП.10_Компьютерные-сети_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5542000,docs/obrazovanie/09.02.01_РП_ОП.10_Компьютерные-сети_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1460818,docs/obrazovanie/09.02.01_РП_ОП.10_Компьютерные-сети_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,2018863,docs/obrazovanie/09.02.01_РП_ОП.10_Компьютерные-сети_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1312840,docs/obrazovanie/09.02.01_РП_ОП.10_Компьютерные-сети_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1059134,docs/obrazovanie/09.02.01_РП_ОП.11_Электропитание-СВТ_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,267 КБ,274094,docs/obrazovanie/09.02.01_РП_ОП.11_Электропитание-СВЧ_2023-1.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5633138,docs/obrazovanie/09.02.01_РП_ОП.11_Электропитание-СВЧ_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1506700,docs/obrazovanie/09.02.01_РП_ОП.12_Организация-работы-коллектива_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5885522,docs/obrazovanie/09.02.01_РП_ОП.12_Организация-работы-коллектива_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1630612,docs/obrazovanie/09.02.01_РП_ОП.12_Организация-работы-коллектива_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2199326,docs/obrazovanie/09.02.01_РП_ОП.12_Организация-работы-коллектива_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1429400,docs/obrazovanie/09.02.01_РП_ОП.12_Организация-работы-коллектива_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1421675,docs/obrazovanie/09.02.01_РП_ОП.13_Информ.-безопасность-в-КСК_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1984382,docs/obrazovanie/09.02.01_РП_ОП.13_Информ.-безопасность-в-КСК_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1697316,docs/obrazovanie/09.02.01_РП_ОП.13_Информационная-безопасность-в-компьютерных-системах_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,6086894,docs/obrazovanie/09.02.01_РП_ОП.13_Информационная-безопасность-в-компьютерных-системах_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1386051,docs/obrazovanie/09.02.01_РП_ОП.13_Информационная-безопасность_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1378094,docs/obrazovanie/09.02.01_РП_ОП.14_Экономика-организации_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5645768,docs/obrazovanie/09.02.01_РП_ОП.14_Экономика-организации_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1662064,docs/obrazovanie/09.02.01_РП_ОП.14_Экономика-организации_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2229730,docs/obrazovanie/09.02.01_РП_ОП.14_Экономика-организации_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1596405,docs/obrazovanie/09.02.01_РП_ОП.14_Экономика-организации_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1400498,docs/obrazovanie/09.02.01_РП_ОП.15_Мультимедийные-технологии_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2268413,docs/obrazovanie/09.02.01_РП_ОУД.01_Русский-язык_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2379578,docs/obrazovanie/09.02.01_РП_ОУД.02_Литература_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2190499,docs/obrazovanie/09.02.01_РП_ОУД.03_Ин.-язык_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2115435,docs/obrazovanie/09.02.01_РП_ОУД.04_История_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2422659,docs/obrazovanie/09.02.01_РП_ОУД.05_Обществознание_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1964128,docs/obrazovanie/09.02.01_РП_ОУД.06_Химия_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1950301,docs/obrazovanie/09.02.01_РП_ОУД.07_Биология_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,2033599,docs/obrazovanie/09.02.01_РП_ОУД.08_География_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1776198,docs/obrazovanie/09.02.01_РП_ОУД.09_Физ.-культура_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2348819,docs/obrazovanie/09.02.01_РП_ОУД.10_ОБЗР_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1832089,docs/obrazovanie/09.02.01_РП_ОУД.11_ИП_Физика_2025-.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2313559,docs/obrazovanie/09.02.01_РП_ОУД.12_Математика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1949666,docs/obrazovanie/09.02.01_РП_ОУД.13_Информатика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1992542,docs/obrazovanie/09.02.01_РП_ОУД.14_Физика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,2074130,docs/obrazovanie/09.02.01_РП_ПM.01_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1878335,docs/obrazovanie/09.02.01_РП_ПМ.01_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,6179204,docs/obrazovanie/09.02.01_РП_ПМ.01_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1970991,docs/obrazovanie/09.02.01_РП_ПМ.01_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1903376,docs/obrazovanie/09.02.01_РП_ПМ.01_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2397060,docs/obrazovanie/09.02.01_РП_ПМ.02_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,6 МБ,6538791,docs/obrazovanie/09.02.01_РП_ПМ.02_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2288708,docs/obrazovanie/09.02.01_РП_ПМ.02_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,2033218,docs/obrazovanie/09.02.01_РП_ПМ.02_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2610012,docs/obrazovanie/09.02.01_РП_ПМ.02_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1817836,docs/obrazovanie/09.02.01_РП_ПМ.03_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,6128739,docs/obrazovanie/09.02.01_РП_ПМ.03_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1990146,docs/obrazovanie/09.02.01_РП_ПМ.03_2024.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1942948,docs/obrazovanie/09.02.01_РП_ПМ.03_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2202907,docs/obrazovanie/09.02.01_РП_ПМ.03_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1740184,docs/obrazovanie/09.02.01_РП_ПМ.04_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,6047378,docs/obrazovanie/09.02.01_РП_ПМ.04_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1584365,docs/obrazovanie/09.02.01_РП_ПМ.04_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1556405,docs/obrazovanie/09.02.01_РП_СГ.01_История-России_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5889105,docs/obrazovanie/09.02.01_РП_СГ.01_История-России_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1726712,docs/obrazovanie/09.02.01_РП_СГ.01_История-России_2024_с-изм.-на-01.07.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1572900,docs/obrazovanie/09.02.01_РП_СГ.01_История-России_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1888004,docs/obrazovanie/09.02.01_РП_СГ.02_Ин.-язык-в-проф.-деятельности_2024_с-изм.-на-01.07.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1966280,docs/obrazovanie/09.02.01_РП_СГ.02_Ин.-язык-в-проф.-деятельности_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1585634,docs/obrazovanie/09.02.01_РП_СГ.02_Ин.язык-в-проф.деятельности_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,5883444,docs/obrazovanie/09.02.01_РП_СГ.02_Ин.язык-в-проф.деятельности_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1796731,docs/obrazovanie/09.02.01_РП_СГ.03_БЖД_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,6077126,docs/obrazovanie/09.02.01_РП_СГ.03_БЖД_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,768 КБ,787283,docs/obrazovanie/09.02.01_РП_СГ.03_БЖД_2024-с-изм.-на-01.07.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1775869,docs/obrazovanie/09.02.01_РП_СГ.03_БЖД_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,782 КБ,801038,docs/obrazovanie/09.02.01_РП_СГ.04_Физ.-культура_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5181827,docs/obrazovanie/09.02.01_РП_СГ.04_Физ.-культура_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1568917,docs/obrazovanie/09.02.01_РП_СГ.04_Физ.-культура_2024-с-изм.-на-01.07.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1967798,docs/obrazovanie/09.02.01_РП_СГ.04_Физ.-культура_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1477053,docs/obrazovanie/09.02.01_РП_СГ.05_Основы-фин-грамотности_2024-с-изм.-на-01.07.2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,750 КБ,768686,docs/obrazovanie/09.02.01_РП_СГ.05_Основы-фин.-грамотности_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5132651,docs/obrazovanie/09.02.01_РП_СГ.05_Основы-фин.-грамотности_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1668007,docs/obrazovanie/09.02.01_РП_СГ.05_Основы-фин.-грамотности_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,2124994,docs/obrazovanie/09.02.01_РП_УП_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,866 КБ,887392,docs/obrazovanie/09.02.01_УП_2023.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5208964,docs/obrazovanie/09.02.01_УП_2023.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,16 МБ,17421417,docs/obrazovanie/15.01.05-ОУД.06-Химия_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,1 МБ,1956930,docs/obrazovanie/15.01.05_АОП_-Сварщик_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1956620,docs/obrazovanie/15.01.05_АОП_-Сварщик_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,6 МБ,7097876,docs/obrazovanie/15.01.05_Календарный-план-ВР_2024-2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,5 МБ,5921687,docs/obrazovanie/15.01.05_ОПОП_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1597855,docs/obrazovanie/15.01.05_ОПОП_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,2 МБ,2601101,docs/obrazovanie/15.01.05_ОПОП_Сварщик_2021.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,1 МБ,1448531,docs/obrazovanie/15.01.05_Программа-ГИА_2025-2026.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,1 МБ,1347180,docs/obrazovanie/15.01.05_Программа-ГИА_2025-2026.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,3130421,docs/obrazovanie/15.01.05_РП_ОП.01-Основы-инженерной-графики.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,3 МБ,3699563,docs/obrazovanie/15.01.05_РП_ОП.01-Основы-инженерной-графики.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,2 МБ,3004537,docs/obrazovanie/15.01.05_РП_ОП.02-Основы-электротехники_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,3 МБ,3578766,docs/obrazovanie/15.01.05_РП_ОП.02-Основы-электротехники_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,30 КБ,31434,docs/obrazovanie/15.01.05_РП_ОП.03-Материаловедение_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,886 КБ,907565,docs/obrazovanie/15.01.05_РП_ОП.03-Материаловедение_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,8 МБ,9077276,docs/obrazovanie/15.01.05_РП_ОП.04-Допуски-и-технические-измерения_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,9 МБ,9944511,docs/obrazovanie/15.01.05_РП_ОП.04-Допуски-и-технические-измерения_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,4 МБ,5185514,docs/obrazovanie/15.01.05_РП_ОП.05_Основы-бережливого-производства_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,5 МБ,6052227,docs/obrazovanie/15.01.05_РП_ОП.05_Основы-бережливого-производства_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,9 МБ,9545439,docs/obrazovanie/15.01.05_РП_ОУД.-01-Русский-язык_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,3 МБ,4028937,docs/obrazovanie/15.01.05_РП_ОУД.-01-Русский-язык_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4566467,docs/obrazovanie/15.01.05_РП_ОУД.-01-Русский-язык_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,4 МБ,4647282,docs/obrazovanie/15.01.05_РП_ОУД.-02-Литература_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5049834,docs/obrazovanie/15.01.05_РП_ОУД.-02-Литература_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,7 МБ,7938990,docs/obrazovanie/15.01.05_РП_ОУД.-03-Иностранный-язык-английский_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,4 МБ,4573531,docs/obrazovanie/15.01.05_РП_ОУД.-04-История_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5025229,docs/obrazovanie/15.01.05_РП_ОУД.-04-История_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,4 МБ,4551628,docs/obrazovanie/15.01.05_РП_ОУД.-05-Обществознание_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,5020112,docs/obrazovanie/15.01.05_РП_ОУД.-05-Обществознание_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,3 МБ,4053269,docs/obrazovanie/15.01.05_РП_ОУД.-07-Биология_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4557891,docs/obrazovanie/15.01.05_РП_ОУД.-07-Биология_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,4 МБ,4245742,docs/obrazovanie/15.01.05_РП_ОУД.-08-География_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4751624,docs/obrazovanie/15.01.05_РП_ОУД.-08-География_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,13 МБ,14429346,docs/obrazovanie/15.01.05_РП_ОУД.-10-ОБЗР_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,6 МБ,6832343,docs/obrazovanie/15.01.05_РП_ОУД.-14-Физика_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,3 МБ,3770133,docs/obrazovanie/15.01.05_РП_ОУД.-14-Физика_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4265202,docs/obrazovanie/15.01.05_РП_ОУД.-14-Физика_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,15 МБ,15745536,docs/obrazovanie/15.01.05_РП_ОУД.01-Русский-язык_2024.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,6 МБ,7076184,docs/obrazovanie/15.01.05_РП_ОУД.03-Иностранный-язык-английский_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,3 МБ,3954914,docs/obrazovanie/15.01.05_РП_ОУД.03-Иностранный-язык_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4477026,docs/obrazovanie/15.01.05_РП_ОУД.03-Иностранный-язык_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,7 МБ,8343294,docs/obrazovanie/15.01.05_РП_ОУД.04-История_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,8 МБ,9206023,docs/obrazovanie/15.01.05_РП_ОУД.04-История_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOC,19 МБ,20233728,docs/obrazovanie/15.01.05_РП_ОУД.05-Обществознание_2024.doc,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,14 МБ,15318732,docs/obrazovanie/15.01.05_РП_ОУД.05-Обществознание_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,8 МБ,8727732,docs/obrazovanie/15.01.05_РП_ОУД.06-Химия_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,4 МБ,4199817,docs/obrazovanie/15.01.05_РП_ОУД.06-Химия_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4702174,docs/obrazovanie/15.01.05_РП_ОУД.06-Химия_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,7 МБ,8114346,docs/obrazovanie/15.01.05_РП_ОУД.07-Биология_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,8 МБ,8975380,docs/obrazovanie/15.01.05_РП_ОУД.07-Биология_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,8 МБ,9400124,docs/obrazovanie/15.01.05_РП_ОУД.08-География_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,9 МБ,10263224,docs/obrazovanie/15.01.05_РП_ОУД.08-География_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,12 МБ,13272320,docs/obrazovanie/15.01.05_РП_ОУД.09-Физическая-культура_2024.docx,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,13 МБ,14132162,docs/obrazovanie/15.01.05_РП_ОУД.09-Физическая-культура_2024.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,PDF,4 МБ,4267890,docs/obrazovanie/15.01.05_РП_ОУД.09-Физическая-культура_2025.pdf,
ОТСУТСТВУЕТ ЛОКАЛЬНО,ZIP,4 МБ,4785063,docs/obrazovanie/15.01.05_РП_ОУД.09-Физическая-культура_2025.zip,
ОТСУТСТВУЕТ ЛОКАЛЬНО,DOCX,12 МБ,13566369,docs/obrazovanie/15.01.05_РП_ОУД.10-ОБЗР_2024.docx,
